rara_id	birth_date	death_date
a12708446	1950	NA
a12824276	1966	NA
a12198304	NA	2025
a11216797	NA	2022
a12213706	1900	NA
a12297082	1963	NA
a11992645	1960	NA
a11898574	1045	NA
a11302379	1963	NA
a12386649	1950	NA
a12576827	1450	1475
a12221570	1950	NA
a11913848	1950	NA
a12395560	1946	NA
a11304352	NA	2017
a12386613	1950	NA
a12295887	NA	2024
a12394026	1950	NA
a12395353	1961	NA
a12576815	1450	1475
a12386868	1950	NA
a12572214	1957	NA
a12386625	1900	NA
a12572457	1950	NA
a12296338	1769	NA
a12574879	1900	NA
a12394257	1950	NA
a12297665	1977	NA
a12219459	1975	NA
a1239466x	NA	2025
a11910574	1939	2024
a12297641	1978	NA
a12393599	1980	NA
a11223054	NA	2017
a1256901x	1950	NA
a11989890	NA	1981
a11910781	NA	2025
a12570497	2000	NA
a11215641	1622	NA
a12394671	1950	NA
a12392492	1900	NA
a12390070	NA	2026
a12223700	1950	NA
a12284294	1967	NA
a11995452	NA	2015
a12627021	1950	NA
a1279997x	1900	NA
a12628360	1990	NA
a1280437x	1950	NA
a11932181	1950	NA
a11938754	2000	NA
a11577472	NA	2016
a12627070	1892	1972
a12803273	2000	NA
a11539926	NA	2017
a12627082	1892	1972
a11544284	1934	NA
a12804368	1950	NA
a12628189	1954	NA
a11546232	NA	2020
a11935650	1954	NA
a1154403x	1911	2004
a12625917	NA	2024
a11934359	NA	2022
a12375111	1900	NA
a12373382	1950	NA
a12372298	1950	NA
a12366857	1989	NA
a12372419	1900	NA
a12372493	1973	NA
a12364630	1972	NA
a12171025	1927	2007
a12685847	1950	NA
a12348181	1937	NA
a12349033	1970	NA
a12176965	1950	NA
a12178950	NA	2024
a1217239x	1900	NA
a12173277	1950	NA
a12343754	1950	NA
a12678259	1960	NA
a12344606	1950	NA
a12344813	1983	NA
a12341344	1967	NA
a1268384x	1941	NA
a12349070	1950	NA
a12080998	1976	NA
a1207889x	NA	2021
a12174105	1515	NA
a12683619	1950	NA
a12684703	1955	NA
a12681623	1950	NA
a11471517	100	NA
a1273682x	NA	1989
a1146639x	1948	NA
a12740081	1942	NA
a12734974	1498	NA
a12058695	1950	NA
a11471529	NA	2024
a12736879	1900	NA
a12446348	1974	NA
a11462814	NA	864
a12449866	1950	NA
a1205821x	1950	NA
a12446324	1950	NA
a12445241	NA	2017
a12448758	NA	2024
a12443074	NA	1985
a12444157	1950	NA
a1273973x	NA	2008
a11472881	1850	1950
a12453912	1668	NA
a12739649	1950	NA
a11463703	NA	1045
a12453924	1900	NA
a1270247x	1950	NA
a12621699	1950	NA
a12700204	1985	NA
a11960255	1972	NA
a11951564	NA	2022
a11455457	1700	NA
a1270569x	1968	NA
a11454131	1652	NA
a12612753	1950	NA
a11461913	NA	465
a11456577	1700	NA
a11456115	1700	NA
a11461706	1650	1651
a11459839	300	390
a12687637	1950	NA
a11459402	1571	NA
a11959460	1960	NA
a11455299	1600	NA
a1145944x	1670	NA
a11165303	NA	2022
a11459256	1700	NA
a12775514	NA	-4
a11822156	NA	1935
a12608294	1950	NA
a12199011	1950	NA
a12781885	1950	NA
a12602516	1950	NA
a12193999	1948	2019
a12602528	1950	NA
a12779738	1950	NA
a12197129	1950	NA
a12778898	1950	NA
a12602565	1950	NA
a12776488	1900	NA
a1260253x	1950	NA
a12781605	1950	NA
a12004935	NA	2011
a12727799	1575	1614
a11435100	-150	-149
a11436438	NA	2011
a1143689x	1589	NA
a12577042	1950	NA
a11436682	1787	NA
a11246182	300	NA
a12475142	1950	NA
a11439518	1700	NA
a11429719	NA	270
a12472451	2000	NA
a12567036	1960	NA
a1272953x	2000	NA
a12002975	1950	NA
a12575070	1950	NA
a11438678	450	518
a12107773	1950	NA
a12108054	NA	2021
a12011010	NA	2021
a12576578	NA	1529
a11238343	1894	1959
a12004960	1950	NA
a11437595	1600	NA
a12005812	2000	NA
a11438204	400	NA
a11240404	NA	2007
a12577200	1958	NA
a12575471	1950	NA
a12475506	NA	2024
a11438411	NA	2018
a12573085	1900	NA
a12569604	1900	NA
a12103603	NA	2020
a11426202	1958	NA
a1256929x	1950	NA
a12668126	1979	NA
a11976858	1975	NA
a12664236	NA	2024
a12295681	1950	NA
a11982056	1980	NA
a11851648	1882	1940
a12124527	100	NA
a12656616	1893	NA
a11456450	1800	NA
a12123432	1950	NA
a12125854	NA	2020
a1266960x	1976	NA
a11773960	NA	2017
a12655740	NA	2025
a11456486	1500	NA
a11849320	NA	2020
a12664200	1619	1680
a12668989	NA	2022
a12296764	NA	2025
a12666555	1955	NA
a1230590x	NA	2025
a12297616	NA	2023
a11455135	NA	1838
a12664212	1900	NA
a11456231	1702	NA
a12654899	NA	2024
a12302958	NA	2025
a11451804	1500	NA
a12664662	1950	NA
a11461834	1499	NA
a11984685	1970	NA
a11844012	NA	2020
a12304013	2000	NA
a11187475	NA	2025
a11457351	1497	1567
a11459530	1500	1524
a1198465x	1964	NA
a11459517	1700	NA
a11845144	NA	2022
a12664674	1939	NA
a11456498	1734	NA
a11852392	NA	2019
a12654632	1966	NA
a11456279	1900	NA
a11846008	NA	2018
a12305327	NA	2019
a12208814	2000	NA
a11403147	NA	1987
a12153448	1894	NA
a12501128	2000	NA
a1215233x	1950	NA
a12155639	1958	NA
a12245732	1957	NA
a1139898x	NA	2013
a12247947	1950	NA
a12479482	1980	NA
a12240072	NA	2022
a12501104	2000	NA
a12481555	2000	NA
a11268190	NA	2022
a12478301	NA	1985
a1249253x	1950	NA
a12245707	1950	NA
a12480897	2000	NA
a1248944x	NA	2022
a12199643	NA	2023
a12480654	2000	NA
a12501116	2000	NA
a12240011	NA	2021
a12479457	1976	NA
a12475002	1970	NA
a12237085	1900	NA
a12194815	1966	NA
a12819700	1660	NA
a12817703	1950	NA
a12821871	1985	NA
a12824185	1950	NA
a11351974	NA	1918
a12820817	2000	NA
a12823181	1972	NA
a12275402	1945	NA
a12826017	1900	NA
a11504444	1942	NA
a12275645	NA	2023
a12276972	1950	NA
a12322027	1887	NA
a12268847	NA	2025
a12821457	1982	NA
a11350635	1600	NA
a12823892	NA	1942
a11503142	NA	1929
a12817818	1968	NA
a12823636	1960	NA
a12320079	2000	NA
a11517542	NA	1976
a12266437	2000	NA
a1232114x	1982	NA
a12383971	1932	2001
a12818914	1918	NA
a1238396x	1950	NA
a12326884	1220	1250
a12377272	1986	NA
a12266450	1950	NA
a12264271	1950	NA
a11502046	NA	2014
a12381779	NA	1999
a12382024	1959	NA
a11503567	NA	2025
a12817478	2004	NA
a11514449	1700	NA
a12824525	1970	NA
a12378124	1996	NA
a12558655	2000	NA
a12197440	1950	NA
a12198778	2000	NA
a12191905	1941	1995
a12195297	NA	2021
a12749886	1900	NA
a12556488	NA	2007
a12557584	1971	NA
a12745273	1900	NA
a12195017	1952	NA
a1256073x	1972	NA
a12201534	NA	2019
a11905396	1959	NA
a12558692	1970	NA
a11898859	NA	2022
a1275061x	1920	NA
a12201510	NA	2023
a12201996	2000	NA
a11910732	NA	2024
a12198365	NA	2023
a1275173x	1950	NA
a12741954	1996	NA
a12558631	2000	NA
a12748596	1950	NA
a12223967	1940	1995
a11451774	1200	NA
a12535977	NA	2013
a12392431	1900	NA
a11215859	1228	NA
a12542271	2000	NA
a12520755	1943	NA
a11452213	1800	NA
a12290580	1967	NA
a11454416	300	350
a11453771	1650	1651
a1238754x	2000	NA
a1229407x	1900	NA
a12221508	1969	NA
a12703916	1900	NA
a11451579	1500	NA
a12390963	1950	NA
a1229231x	1900	NA
a12543767	1950	NA
a12682512	NA	2026
a12519741	2000	NA
a11456875	1800	NA
a12389997	1966	NA
a1222246x	1950	NA
a12224662	1982	NA
a11452468	1700	NA
a12387307	1950	NA
a12625504	1900	NA
a12515358	1950	NA
a11459700	1700	NA
a12391839	NA	2023
a12544632	NA	2006
a11455366	1750	1751
a11459992	1467	NA
a12541382	2000	NA
a12625516	1850	1851
a11454064	1700	NA
a12515127	1950	NA
a12543561	1950	NA
a12387551	1990	NA
a12284257	2000	NA
a11986499	1950	NA
a12542222	2000	NA
a12213755	1950	NA
a11164967	NA	2014
a1251990x	1900	NA
a12622011	NA	2024
a12539363	1856	1914
a11460738	1772	NA
a12283538	1976	NA
a11451816	1600	NA
a12287957	2000	NA
a12419114	1978	NA
a12420323	1990	NA
a12186636	1619	NA
a12409996	1900	NA
a12415595	1950	NA
a11135062	NA	2025
a12171761	2000	NA
a12370083	1950	NA
a12367333	NA	250
a11934530	1961	NA
a11548666	1810	NA
a11936940	1950	NA
a12798940	2000	NA
a12056030	1955	NA
a11545100	1896	NA
a11936939	1950	NA
a11544259	1921	2016
a12801720	1950	NA
a12364277	2000	NA
a12365129	1979	NA
a12800661	1959	NA
a12800417	1950	NA
a11542093	1261	NA
a1154885x	NA	2023
a11547789	1950	NA
a12375147	1967	NA
a1236423x	NA	2025
a12370708	1937	NA
a12796967	1895	1986
a12806146	1910	1980
a12447821	465	522
a12351829	1950	NA
a12680527	1950	NA
a12446166	1900	NA
a12449817	1982	NA
a12348697	1950	NA
a12446543	1900	NA
a12177404	1967	NA
a12447456	1958	NA
a12677358	1900	NA
a12443037	1900	NA
a12168932	NA	2024
a12173290	1950	NA
a12678004	1830	1890
a1244635x	2000	NA
a1234977x	1950	NA
a12448977	1950	NA
a12447894	1942	NA
a12445642	NA	2023
a1235093x	1900	NA
a12453092	NA	1939
a12347383	1985	NA
a12447833	1900	NA
a12350953	1704	NA
a12447857	1948	NA
a12177477	1900	NA
a1267669x	1950	NA
a12177441	1900	NA
a12179620	1480	NA
a12444340	1957	NA
a1268515x	1950	NA
a12446968	1986	NA
a12444546	1950	NA
a12684090	1975	NA
a1234848x	1800	1800
a12348272	1985	NA
a11463958	1521	NA
a12741383	NA	1937
a11463727	1939	NA
a11961739	1950	1951
a11465918	1882	1940
a11462887	1765	NA
a11471372	NA	543
a12723654	1978	NA
a12726722	1966	NA
a11955016	1966	NA
a1146592x	1882	1940
a1147113x	1925	NA
a11959861	1950	NA
a12730336	1900	NA
a11832265	1950	NA
a12721864	1900	NA
a1207620x	NA	2022
a12730312	1900	NA
a12079728	NA	2021
a12722935	2000	NA
a12722704	1979	NA
a1182170x	1943	NA
a12722996	1950	NA
a12721670	1950	NA
a12723861	1994	NA
a12611256	NA	2014
a12765247	1950	NA
a1261497x	1990	NA
a12619176	1950	NA
a12769630	1900	NA
a1276548x	1983	NA
a12611293	1945	2024
a12617829	1950	NA
a12103457	1950	NA
a12006518	1990	2021
a12661144	1950	NA
a12663566	1570	1626
a12296557	1950	NA
a11438666	NA	100
a1143904x	1800	NA
a11786656	NA	2023
a1257577x	1620	NA
a11776614	1941	NA
a11436050	1765	NA
a11787995	NA	2018
a12649016	1983	NA
a12603442	2000	NA
a12472001	1950	NA
a11439336	1650	1650
a12648152	1999	NA
a12603454	2000	NA
a12575914	1560	1610
a11786632	NA	2023
a12477710	1878	NA
a11438459	1443	NA
a11248579	1902	1937
a1264836x	1985	NA
a12304281	NA	1914
a12606972	1900	NA
a12559994	1950	1951
a12557596	1976	NA
a11425398	NA	1999
a12471525	1977	NA
a12606728	1900	NA
a12648371	1985	NA
a11436281	NA	1659
a12647299	1945	NA
a12602127	1970	NA
a11250823	NA	2019
a1143868x	-400	NA
a12590058	1950	NA
a12298773	NA	2023
a11434909	1700	NA
a11628583	1480	NA
a12296582	1964	NA
a12103901	1950	NA
a11434910	1750	1751
a12297677	1950	NA
a11432731	1649	NA
a12650663	1950	NA
a12296107	1998	NA
a12562919	1984	NA
a12608701	1986	NA
a12645084	1950	NA
a11429331	NA	2021
a12472633	2000	NA
a11582522	1960	NA
a11984016	1960	NA
a11856701	1570	NA
a11982068	1980	NA
a1224689x	1962	NA
a11503105	NA	2009
a12817624	1900	NA
a12246426	1900	NA
a12237711	1410	NA
a11514462	630	700
a11841527	NA	2017
a12122191	1993	NA
a11840407	1950	NA
a12247789	1977	NA
a12823296	1950	NA
a11505497	1970	NA
a11989075	NA	2023
a12123444	300	328
a12821317	1950	NA
a1282088x	NA	2004
a12244697	1971	NA
a12819232	1605	NA
a12496029	1961	NA
a12671459	1950	NA
a12670595	2000	NA
a12486188	NA	2018
a1247146x	1950	NA
a11459542	1600	NA
a11456036	1600	NA
a12474137	1957	NA
a1145801x	1700	NA
a11451865	1700	NA
a11870643	1000	NA
a11383537	1500	NA
a12475403	NA	1856
a12473662	1950	NA
a12665526	2000	NA
a12668023	1950	NA
a11458227	450	451
a12148933	NA	2024
a12670984	1950	NA
a11454702	1643	NA
a11451622	NA	1949
a12149858	1615	NA
a12669945	1950	NA
a11454994	1565	NA
a11383550	1520	NA
a1145846x	1943	NA
a12497149	1948	2013
a12674254	1950	NA
a1145183x	850	851
a11459347	NA	2004
a11383306	NA	2014
a12155299	1950	NA
a11454726	1700	NA
a12499572	2000	NA
a12473625	1950	NA
a12155056	NA	2025
a11379480	1561	NA
a11446900	1550	1551
a11451853	1700	NA
a12674217	1900	NA
a1146141x	1570	NA
a11443212	1535	1595
a12673390	1983	NA
a11448933	1300	NA
a11343291	NA	2025
a1238026x	NA	2023
a12174658	1937	1989
a11269777	NA	1692
a12385372	1970	NA
a11143976	NA	2024
a12514469	NA	2023
a11354380	1563	NA
a11345433	1957	NA
a12748006	1950	NA
a12742934	1990	NA
a12563158	2000	NA
a12517501	2000	NA
a12562063	1950	NA
a12563146	1950	NA
a12517951	1950	NA
a11358506	1598	NA
a12516624	2000	NA
a12558837	1950	NA
a12384951	NA	2025
a1134345x	1200	NA
a12165748	1953	NA
a1135348x	NA	2007
a12558606	2000	NA
a12383867	NA	2022
a12741899	NA	2025
a12742508	1975	NA
a1251682x	1975	NA
a12287982	1900	NA
a12327190	1950	NA
a12319107	NA	2023
a11310777	NA	2011
a11214958	NA	2009
a12291729	NA	2022
a12292813	1981	NA
a12264453	1960	NA
a12285080	1955	NA
a12195947	1951	NA
a1232937x	1950	NA
a12264210	NA	2025
a12285079	1850	NA
a12270908	NA	1945
a12289449	1950	NA
a11905578	1982	NA
a12269918	1585	NA
a1226684x	1972	NA
a12266401	1950	NA
a12287015	2000	NA
a12286345	1730	NA
a11279461	NA	2022
a12701579	1950	NA
a12286436	1913	2008
a12266413	2000	NA
a11986190	1950	NA
a12702675	2000	NA
a12289218	1983	NA
a11221677	NA	2011
a12259743	NA	2022
a12291304	NA	2009
a12267119	1970	2018
a1270927x	NA	2025
a12270520	1977	NA
a12704842	1950	NA
a11980813	1963	NA
a11267288	NA	2021
a1232033x	1938	2012
a12268446	1900	NA
a12325831	2000	NA
a12195182	1950	NA
a11913137	NA	2005
a11308035	1857	1934
a1197896x	1950	NA
a12270775	1950	NA
a12284312	1900	NA
a12268215	1979	NA
